ID Transaksi;Tanggal;No Rekening;Nama Nasabah;Jenis Biller;Nama Biller;Nomor Pelanggan;Nominal;Biaya Admin;Total Bayar;Channel;Status
TRX112735;2026-01-17;1000001432;Hadi Wijaya;Internet;IndiHome;2796243514;145324;2500;147824;EDC;Sukses
TRX112763;2026-03-01;1000001544;Budi Santoso;Internet;Biznet;8908764073;173025;2500;175525;Mobile Banking;Sukses
TRX112802;2026-02-11;1000000395;Intan Sari;BPJS;BPJS Kesehatan;2965904957;179097;2500;181597;Mobile Banking;Sukses
TRX112813;2026-02-10;1000000333;Hadi Wijaya;BPJS;BPJS Kesehatan;2808934010;486308;3000;489308;Teller;Sukses
TRX112853;2026-02-27;1000004796;Gina Marlina;Internet;IndiHome;7712428670;121805;2500;124305;ATM;Sukses
TRX112904;2026-02-03;1000000726;Budi Santoso;Air;PDAM;9728456840;156228;3000;159228;EDC;Sukses
TRX112925;2026-01-05;1000004329;Fajar Hidayat;TV Kabel;Transvision;8278632385;64447;2500;66947;Internet Banking;Sukses
TRX112968;2026-02-05;1000002682;Dedi Pratama;TV Kabel;Transvision;1402609222;440255;2500;442755;ATM;Sukses
TRX113041;2026-03-06;1000000016;Andi Saputra;TV Kabel;First Media;1393683190;65166;2500;67666;Internet Banking;Sukses
TRX113064;2026-02-18;1000001524;Gina Marlina;Internet;Biznet;5287182858;180828;2000;182828;Internet Banking;Sukses
TRX113271;2026-02-19;1000004689;Andi Saputra;Internet;IndiHome;7007319367;433298;3000;436298;Internet Banking;Sukses
TRX113302;2026-01-22;1000002915;Dedi Pratama;Air;PDAM;9248863409;374587;3000;377587;Mobile Banking;Sukses
TRX113311;2026-02-01;1000001023;Eka Lestari;TV Kabel;Transvision;6017419074;252804;2500;255304;Mobile Banking;Sukses
TRX113400;2026-03-08;1000000633;Gina Marlina;TV Kabel;Transvision;3839999839;106219;2000;108219;Internet Banking;Sukses
TRX113408;2026-03-05;1000003553;Budi Santoso;Internet;IndiHome;2547067870;333322;2000;335322;Teller;Sukses
TRX113422;2026-02-22;1000004899;Andi Saputra;Internet;IndiHome;7507783856;276594;2000;278594;Mobile Banking;Sukses
TRX113448;2026-01-26;1000003221;Dedi Pratama;TV Kabel;First Media;5037390414;225686;3000;228686;Mobile Banking;Sukses
TRX113455;2026-01-08;1000004447;Joko Susilo;Air;PDAM;2233770611;382032;2000;384032;Teller;Sukses
TRX113491;2026-03-22;1000003540;Intan Sari;Air;PDAM;6978574261;113411;2000;115411;Mobile Banking;Sukses
TRX113504;2026-03-21;1000000729;Joko Susilo;Internet;Biznet;1978035600;451625;2000;453625;ATM;Sukses
TRX113540;2026-02-10;1000000010;Gina Marlina;Internet;IndiHome;7064192917;78520;2000;80520;ATM;Sukses
TRX113599;2026-02-18;1000000020;Intan Sari;TV Kabel;Transvision;8063111358;399269;3000;402269;EDC;Sukses
TRX113624;2026-01-11;1000003706;Budi Santoso;Internet;IndiHome;9982583969;130494;2500;132994;Mobile Banking;Sukses
TRX113636;2026-03-29;1000003830;Joko Susilo;Internet;Biznet;1952570575;300962;3000;303962;Teller;Sukses
TRX113670;2026-01-07;1000004474;Dedi Pratama;TV Kabel;First Media;2377340203;210395;2000;212395;Teller;Sukses
TRX113677;2026-01-29;1000001791;Eka Lestari;Internet;Biznet;3725345409;131304;2000;133304;EDC;Sukses
TRX113698;2026-01-24;1000002892;Intan Sari;Listrik;PLN;9874906831;83036;2000;85036;ATM;Sukses
TRX113729;2026-02-23;1000001670;Citra Dewi;TV Kabel;First Media;7899252211;456438;2500;458938;Internet Banking;Sukses
TRX113761;2026-03-08;1000003091;Fajar Hidayat;BPJS;BPJS Kesehatan;8228549371;301420;3000;304420;ATM;Sukses
TRX113773;2026-02-17;1000004533;Gina Marlina;Internet;Biznet;5727602149;364633;3000;367633;ATM;Sukses
TRX113843;2026-03-26;1000002079;Andi Saputra;TV Kabel;First Media;1178631577;94565;2000;96565;Internet Banking;Sukses
TRX113898;2026-03-11;1000002914;Budi Santoso;TV Kabel;First Media;2211512834;198710;3000;201710;EDC;Sukses
TRX113931;2026-01-13;1000000993;Andi Saputra;Air;PDAM;5863480179;270780;2000;272780;Mobile Banking;Sukses
TRX113943;2026-02-13;1000001296;Dedi Pratama;TV Kabel;Transvision;4947388913;473147;2000;475147;EDC;Sukses
TRX113971;2026-01-10;1000004195;Joko Susilo;Listrik;PLN;9792931267;448109;3000;451109;ATM;Sukses
TRX113981;2026-01-31;1000003317;Gina Marlina;Internet;Biznet;1582228471;154247;2000;156247;ATM;Sukses
TRX113993;2026-03-02;1000002254;Dedi Pratama;TV Kabel;Transvision;8174141410;92333;2000;94333;Mobile Banking;Sukses
TRX114058;2026-01-30;1000003377;Eka Lestari;Air;PDAM;6118230489;274346;2500;276846;Teller;Sukses
TRX114107;2026-03-18;1000001016;Intan Sari;Internet;Biznet;9995768992;335092;2500;337592;EDC;Sukses
TRX114113;2026-02-25;1000002768;Fajar Hidayat;TV Kabel;First Media;3948533888;69534;2500;72034;Internet Banking;Sukses
TRX114171;2026-03-18;1000001827;Citra Dewi;TV Kabel;First Media;3196157086;275557;2000;277557;Teller;Sukses
TRX114242;2026-03-06;1000000911;Citra Dewi;Internet;Biznet;6404782709;258949;2000;260949;Internet Banking;Sukses
TRX114320;2026-01-12;1000002432;Gina Marlina;Air;PDAM;1631017911;242066;3000;245066;Internet Banking;Sukses
TRX114358;2026-01-30;1000000232;Budi Santoso;Internet;Biznet;8746956485;78287;3000;81287;Mobile Banking;Sukses
TRX114379;2026-02-11;1000000386;Dedi Pratama;Internet;IndiHome;2134919869;311056;2000;313056;Internet Banking;Sukses
TRX114490;2026-02-23;1000000937;Dedi Pratama;BPJS;BPJS Kesehatan;4102881341;288739;2500;291239;Mobile Banking;Sukses
TRX114505;2026-01-22;1000004441;Eka Lestari;TV Kabel;Transvision;3648493353;156056;2500;158556;Teller;Sukses
TRX114517;2026-02-22;1000003647;Eka Lestari;Air;PDAM;2317361250;452541;2000;454541;Teller;Sukses
TRX114604;2026-01-22;1000001386;Joko Susilo;Air;PDAM;6601739334;458713;2500;461213;Mobile Banking;Sukses
TRX114628;2026-02-22;1000002051;Dedi Pratama;TV Kabel;Transvision;5288247461;267105;2500;269605;Teller;Sukses
TRX114662;2026-02-27;1000001579;Intan Sari;BPJS;BPJS Kesehatan;4591469181;193247;3000;196247;EDC;Sukses
TRX114705;2026-01-07;1000000031;Hadi Wijaya;Internet;IndiHome;5753106206;154582;2500;157082;Teller;Sukses
TRX114767;2026-02-26;1000003822;Gina Marlina;Internet;IndiHome;4892490933;118826;2500;121326;Mobile Banking;Sukses
TRX114862;2026-01-12;1000004669;Eka Lestari;TV Kabel;Transvision;9141622764;88554;2500;91054;ATM;Sukses
TRX114886;2026-02-28;1000001928;Joko Susilo;Air;PDAM;1331634253;357583;2500;360083;EDC;Sukses
TRX114924;2026-01-19;1000000784;Dedi Pratama;Listrik;PLN;7763901919;454439;2500;456939;Internet Banking;Sukses
TRX114960;2026-01-05;1000002296;Eka Lestari;Listrik;PLN;6188486099;354270;2500;356770;Internet Banking;Sukses
TRX114966;2026-01-17;1000004973;Citra Dewi;BPJS;BPJS Kesehatan;2309273902;197862;3000;200862;EDC;Sukses
TRX114994;2026-01-06;1000004507;Gina Marlina;Internet;Biznet;4053281913;458372;2000;460372;Teller;Sukses
TRX115003;2026-03-11;1000003489;Joko Susilo;TV Kabel;Transvision;7029276353;333003;2000;335003;Internet Banking;Sukses
TRX115226;2026-01-01;1000004141;Citra Dewi;Listrik;PLN;6941854475;411653;2000;413653;Teller;Sukses
TRX115235;2026-01-11;1000001116;Dedi Pratama;Listrik;PLN;6029873011;377464;2500;379964;ATM;Sukses
TRX115302;2026-02-24;1000003349;Citra Dewi;Listrik;PLN;7499047141;494604;2000;496604;EDC;Sukses
TRX115330;2026-01-04;1000003145;Citra Dewi;TV Kabel;First Media;9389136874;162848;2000;164848;EDC;Sukses
TRX115366;2026-02-08;1000003281;Budi Santoso;Internet;Biznet;2714190928;383529;2500;386029;Internet Banking;Sukses
TRX115374;2026-01-07;1000000685;Budi Santoso;Internet;IndiHome;3135195509;406960;3000;409960;Mobile Banking;Sukses
TRX115416;2026-02-15;1000001672;Citra Dewi;BPJS;BPJS Kesehatan;7758345040;265124;2000;267124;Internet Banking;Sukses
TRX115453;2026-03-29;1000004269;Hadi Wijaya;TV Kabel;Transvision;5481892052;395830;2000;397830;Mobile Banking;Sukses
TRX115465;2026-02-12;1000002183;Citra Dewi;TV Kabel;Transvision;7406418668;124154;3000;127154;ATM;Sukses
TRX115524;2026-02-13;1000001311;Citra Dewi;Internet;IndiHome;1230243680;309122;3000;312122;EDC;Sukses
TRX115573;2026-03-27;1000001543;Intan Sari;BPJS;BPJS Kesehatan;5669573505;407347;2000;409347;Mobile Banking;Sukses
TRX115589;2026-01-06;1000001997;Fajar Hidayat;Internet;IndiHome;7504966428;160628;3000;163628;EDC;Sukses
TRX115627;2026-01-05;1000003822;Gina Marlina;TV Kabel;Transvision;1017276288;210286;3000;213286;Internet Banking;Sukses
TRX115647;2026-03-31;1000001111;Eka Lestari;Internet;Biznet;7511703299;338410;2000;340410;ATM;Sukses
TRX115836;2026-03-16;1000001423;Eka Lestari;TV Kabel;Transvision;8864911473;330237;2500;332737;Mobile Banking;Sukses
TRX115853;2026-01-07;1000000315;Joko Susilo;Internet;IndiHome;1053897227;56495;2000;58495;Teller;Sukses
TRX115883;2026-02-06;1000001632;Andi Saputra;Air;PDAM;1998979428;193361;3000;196361;EDC;Sukses
TRX115917;2026-02-18;1000000006;Intan Sari;Listrik;PLN;7075209040;220832;3000;223832;Teller;Sukses
TRX115928;2026-03-13;1000001364;Budi Santoso;Internet;Biznet;9465730985;287952;2000;289952;Mobile Banking;Sukses
TRX115989;2026-03-13;1000003009;Citra Dewi;Internet;IndiHome;2271738316;490408;2000;492408;Mobile Banking;Sukses
TRX116019;2026-03-28;1000004971;Eka Lestari;Internet;IndiHome;9811338143;214653;2000;216653;EDC;Sukses
TRX116058;2026-03-12;1000001331;Budi Santoso;TV Kabel;Transvision;4076155363;377569;2000;379569;Teller;Sukses
TRX116096;2026-03-09;1000001740;Intan Sari;Internet;IndiHome;5657073837;316613;2000;318613;Internet Banking;Sukses
TRX116109;2026-02-21;1000004865;Hadi Wijaya;Internet;Biznet;7867949393;320067;2500;322567;Mobile Banking;Sukses
TRX116142;2026-03-15;1000003818;Dedi Pratama;Listrik;PLN;6733220522;149031;2500;151531;EDC;Sukses
TRX116173;2026-02-16;1000001103;Hadi Wijaya;Internet;IndiHome;9186772281;89447;2500;91947;Internet Banking;Sukses
TRX116241;2026-01-24;1000002113;Gina Marlina;TV Kabel;Transvision;6479790756;480273;2000;482273;ATM;Sukses
TRX116248;2026-02-28;1000001154;Hadi Wijaya;Internet;IndiHome;9084692125;166283;3000;169283;ATM;Sukses
TRX116301;2026-01-08;1000002950;Intan Sari;TV Kabel;Transvision;1722807403;285518;2500;288018;Internet Banking;Sukses
TRX116331;2026-03-29;1000002905;Citra Dewi;Internet;Biznet;4185954351;495998;2000;497998;Mobile Banking;Sukses
TRX116351;2026-01-26;1000004199;Eka Lestari;Listrik;PLN;5802871141;468391;2500;470891;Teller;Sukses
TRX116427;2026-01-17;1000001724;Joko Susilo;Internet;IndiHome;9075275000;355356;2000;357356;ATM;Sukses
TRX116432;2026-03-17;1000001246;Hadi Wijaya;Internet;Biznet;2618462135;105179;2000;107179;Internet Banking;Sukses
TRX116471;2026-02-21;1000004933;Fajar Hidayat;Listrik;PLN;8134772221;98595;3000;101595;EDC;Sukses
TRX116485;2026-03-12;1000000253;Intan Sari;BPJS;BPJS Kesehatan;9890791372;470478;2000;472478;Teller;Sukses
TRX116612;2026-01-05;1000004918;Fajar Hidayat;TV Kabel;First Media;1683477478;210549;3000;213549;Mobile Banking;Sukses
TRX116675;2026-01-29;1000004905;Citra Dewi;Air;PDAM;2439900186;383556;2000;385556;ATM;Sukses
TRX116692;2026-01-14;1000002232;Budi Santoso;Listrik;PLN;6853573918;380994;2000;382994;ATM;Sukses
TRX116760;2026-01-08;1000003468;Hadi Wijaya;TV Kabel;First Media;6845852764;283674;2500;286174;Mobile Banking;Sukses
TRX116823;2026-02-28;1000000644;Gina Marlina;TV Kabel;Transvision;2885643416;391330;2000;393330;Teller;Sukses
TRX116847;2026-02-16;1000002135;Joko Susilo;Internet;Biznet;4055540399;131271;3000;134271;Internet Banking;Sukses
TRX116929;2026-03-30;1000004749;Fajar Hidayat;TV Kabel;First Media;2502967802;333166;3000;336166;EDC;Sukses
TRX116936;2026-01-08;1000000798;Andi Saputra;BPJS;BPJS Kesehatan;8056383774;85074;2000;87074;Mobile Banking;Sukses
TRX117026;2026-01-27;1000000637;Hadi Wijaya;Listrik;PLN;4071490998;224554;3000;227554;Internet Banking;Sukses
TRX117052;2026-02-23;1000001474;Joko Susilo;TV Kabel;First Media;6901602425;265038;2000;267038;Internet Banking;Sukses
TRX117168;2026-02-25;1000000419;Hadi Wijaya;BPJS;BPJS Kesehatan;2028095101;478441;3000;481441;EDC;Sukses
TRX117294;2026-01-05;1000000191;Intan Sari;Internet;Biznet;7989323934;414335;3000;417335;Teller;Sukses
TRX117335;2026-02-11;1000001285;Citra Dewi;Air;PDAM;2632916776;318944;2000;320944;EDC;Sukses
TRX117355;2026-01-26;1000003585;Hadi Wijaya;Internet;Biznet;8575284494;353893;3000;356893;Mobile Banking;Sukses
TRX117387;2026-01-09;1000002854;Intan Sari;TV Kabel;First Media;4025520762;462260;2000;464260;EDC;Sukses
TRX117424;2026-01-10;1000003201;Joko Susilo;Listrik;PLN;7683912657;378941;3000;381941;EDC;Sukses
TRX117465;2026-02-02;1000004702;Intan Sari;Air;PDAM;4954675700;339806;3000;342806;EDC;Sukses
TRX117466;2026-01-24;1000004784;Hadi Wijaya;Internet;Biznet;2429790599;382987;2000;384987;Internet Banking;Sukses
TRX117468;2026-02-11;1000004859;Dedi Pratama;TV Kabel;Transvision;7002572794;440571;2500;443071;Teller;Sukses
TRX117476;2026-01-31;1000004720;Andi Saputra;TV Kabel;Transvision;2062000884;159750;3000;162750;Teller;Sukses
TRX117569;2026-03-24;1000002300;Andi Saputra;Internet;Biznet;2727267947;76886;3000;79886;Teller;Sukses
TRX117588;2026-01-19;1000003967;Budi Santoso;TV Kabel;Transvision;6170489331;240915;3000;243915;Teller;Sukses
TRX117594;2026-01-03;1000002338;Joko Susilo;Air;PDAM;1262648062;412680;3000;415680;ATM;Sukses
TRX117647;2026-02-20;1000002875;Gina Marlina;Internet;Biznet;2742644655;195782;3000;198782;Internet Banking;Sukses
TRX117674;2026-03-24;1000000974;Fajar Hidayat;Internet;Biznet;4716102742;483687;2500;486187;ATM;Sukses
TRX117792;2026-03-20;1000004449;Dedi Pratama;TV Kabel;First Media;6308666823;100830;3000;103830;ATM;Sukses
TRX117818;2026-01-16;1000002247;Andi Saputra;Listrik;PLN;2117325089;83216;2000;85216;ATM;Sukses
TRX117826;2026-01-23;1000004789;Fajar Hidayat;TV Kabel;Transvision;3566420974;51764;2500;54264;ATM;Sukses
TRX117841;2026-02-03;1000003023;Dedi Pratama;Internet;Biznet;9127397555;333316;2000;335316;Internet Banking;Sukses
TRX117909;2026-02-11;1000000836;Andi Saputra;TV Kabel;Transvision;7657226998;405859;2500;408359;Teller;Sukses
TRX117945;2026-03-10;1000001276;Dedi Pratama;TV Kabel;First Media;3899467508;492317;3000;495317;Internet Banking;Sukses
TRX117978;2026-01-12;1000002317;Fajar Hidayat;TV Kabel;First Media;7121515718;160396;2000;162396;Internet Banking;Sukses
TRX117995;2026-01-03;1000004300;Fajar Hidayat;TV Kabel;Transvision;1229429192;444754;2500;447254;EDC;Sukses
TRX118048;2026-01-18;1000001284;Fajar Hidayat;Air;PDAM;5432155599;437818;2500;440318;EDC;Sukses
TRX118055;2026-01-21;1000000530;Andi Saputra;Internet;IndiHome;4526321988;476341;2500;478841;EDC;Sukses
TRX118081;2026-02-01;1000002168;Budi Santoso;Internet;Biznet;3383531209;126928;2000;128928;ATM;Sukses
TRX118111;2026-02-18;1000000183;Fajar Hidayat;BPJS;BPJS Kesehatan;3618032782;293469;2000;295469;Mobile Banking;Sukses
TRX118125;2026-02-23;1000002964;Intan Sari;Air;PDAM;6929168703;489500;2500;492000;Internet Banking;Sukses
TRX118151;2026-01-10;1000004624;Gina Marlina;Internet;IndiHome;3079927303;372151;2500;374651;Teller;Sukses
TRX118272;2026-03-27;1000004310;Eka Lestari;BPJS;BPJS Kesehatan;4155210667;299068;2500;301568;Mobile Banking;Sukses
TRX118286;2026-01-07;1000004225;Andi Saputra;Internet;IndiHome;4408135052;440867;3000;443867;Internet Banking;Sukses
TRX118316;2026-01-14;1000001692;Dedi Pratama;Listrik;PLN;2016449960;156066;3000;159066;ATM;Sukses
TRX118322;2026-02-09;1000003996;Dedi Pratama;TV Kabel;First Media;4007219659;51993;2000;53993;Teller;Sukses
TRX118336;2026-02-27;1000004160;Fajar Hidayat;Air;PDAM;1942442409;216242;3000;219242;Internet Banking;Sukses
TRX118548;2026-03-20;1000001605;Andi Saputra;TV Kabel;Transvision;2973658276;200743;2500;203243;Internet Banking;Sukses
TRX118556;2026-03-01;1000000545;Gina Marlina;TV Kabel;First Media;1191139917;135274;2000;137274;Teller;Sukses
TRX118566;2026-03-01;1000003634;Citra Dewi;Listrik;PLN;9915030829;438674;2500;441174;Mobile Banking;Sukses
TRX118616;2026-01-31;1000001603;Intan Sari;BPJS;BPJS Kesehatan;6808620862;442777;2000;444777;Teller;Sukses
TRX118639;2026-03-22;1000004603;Dedi Pratama;TV Kabel;Transvision;5246061430;180587;2500;183087;ATM;Sukses
TRX118654;2026-01-09;1000004159;Intan Sari;BPJS;BPJS Kesehatan;7503944225;181485;2000;183485;Mobile Banking;Sukses
TRX118673;2026-03-28;1000000983;Joko Susilo;TV Kabel;Transvision;8998615914;379652;2000;381652;Teller;Sukses
TRX118674;2026-03-22;1000004278;Hadi Wijaya;TV Kabel;Transvision;2363897560;374256;3000;377256;Mobile Banking;Sukses
TRX118736;2026-02-08;1000000142;Joko Susilo;Internet;Biznet;4912470715;471952;2000;473952;EDC;Sukses
TRX118765;2026-01-12;1000000633;Gina Marlina;TV Kabel;First Media;2445733962;153103;3000;156103;Teller;Sukses
TRX118788;2026-01-19;1000001617;Joko Susilo;TV Kabel;First Media;2230460503;93436;2000;95436;Teller;Sukses
TRX118882;2026-03-13;1000002758;Dedi Pratama;BPJS;BPJS Kesehatan;1124160534;410739;2000;412739;ATM;Sukses
TRX118897;2026-02-02;1000000071;Gina Marlina;TV Kabel;Transvision;6532060513;319195;2500;321695;Internet Banking;Sukses
TRX118983;2026-02-12;1000003617;Gina Marlina;TV Kabel;First Media;1597917178;145455;2500;147955;ATM;Sukses
TRX119026;2026-02-22;1000000288;Citra Dewi;TV Kabel;Transvision;4265507370;101473;2500;103973;EDC;Sukses
TRX119034;2026-02-08;1000000193;Gina Marlina;Air;PDAM;3135473098;475892;2000;477892;Mobile Banking;Sukses
TRX119081;2026-03-10;1000002005;Eka Lestari;Listrik;PLN;4477610981;337690;3000;340690;EDC;Sukses
TRX119161;2026-01-21;1000000912;Intan Sari;BPJS;BPJS Kesehatan;6324823352;448332;3000;451332;ATM;Sukses
TRX119167;2026-03-19;1000001832;Dedi Pratama;Internet;Biznet;5772983702;61187;2000;63187;Internet Banking;Sukses
TRX119185;2026-02-04;1000002322;Dedi Pratama;Internet;Biznet;2694492598;304229;2500;306729;Mobile Banking;Sukses
TRX119193;2026-01-23;1000003809;Andi Saputra;Internet;Biznet;7535402934;79162;2000;81162;Internet Banking;Sukses
TRX119308;2026-01-31;1000002321;Citra Dewi;BPJS;BPJS Kesehatan;8052510817;373252;3000;376252;EDC;Sukses
TRX119309;2026-02-02;1000002928;Andi Saputra;TV Kabel;First Media;7661883938;228851;2000;230851;Teller;Sukses
TRX119321;2026-01-14;1000000361;Citra Dewi;Listrik;PLN;3704530624;376087;2500;378587;ATM;Sukses
TRX119345;2026-03-28;1000000935;Eka Lestari;Listrik;PLN;5071267918;472212;2000;474212;EDC;Sukses
TRX119424;2026-02-04;1000000837;Gina Marlina;BPJS;BPJS Kesehatan;4727968656;377757;2000;379757;ATM;Sukses
TRX119428;2026-03-04;1000000024;Gina Marlina;Internet;Biznet;3772861238;53453;2500;55953;ATM;Sukses
TRX119429;2026-03-14;1000003620;Citra Dewi;Air;PDAM;4989209314;367404;3000;370404;EDC;Sukses
TRX119500;2026-01-19;1000003536;Intan Sari;Internet;IndiHome;9182203952;289316;3000;292316;Mobile Banking;Sukses
TRX119518;2026-03-04;1000002503;Citra Dewi;Listrik;PLN;7806419946;443684;3000;446684;Teller;Sukses
TRX119526;2026-02-19;1000002987;Hadi Wijaya;Air;PDAM;9298433045;279542;2500;282042;ATM;Sukses
TRX119544;2026-02-25;1000000980;Hadi Wijaya;Internet;IndiHome;6403946724;93227;2500;95727;Teller;Sukses
TRX119553;2026-03-01;1000003857;Eka Lestari;Internet;IndiHome;6999715516;444730;2000;446730;Internet Banking;Sukses
TRX119622;2026-02-22;1000002550;Citra Dewi;Listrik;PLN;2771886729;310481;3000;313481;Internet Banking;Sukses
TRX119643;2026-02-19;1000003655;Citra Dewi;Listrik;PLN;4270805707;493920;3000;496920;ATM;Sukses
TRX119703;2026-02-23;1000004114;Gina Marlina;TV Kabel;First Media;3364941517;71877;2500;74377;Teller;Sukses
TRX119709;2026-03-22;1000000616;Dedi Pratama;Internet;Biznet;7096290882;197976;2500;200476;Teller;Sukses
TRX119717;2026-01-06;1000001559;Budi Santoso;BPJS;BPJS Kesehatan;4990129604;177898;2000;179898;ATM;Sukses
TRX119738;2026-02-26;1000002504;Andi Saputra;Internet;Biznet;9924317757;358559;2000;360559;Internet Banking;Sukses
TRX119746;2026-01-24;1000001850;Dedi Pratama;Internet;Biznet;8938321984;54329;3000;57329;Internet Banking;Sukses
TRX119760;2026-01-28;1000004874;Fajar Hidayat;Listrik;PLN;2122072077;248401;3000;251401;Internet Banking;Sukses
TRX119791;2026-01-02;1000004246;Eka Lestari;Listrik;PLN;6830356427;89776;2500;92276;Internet Banking;Sukses
TRX119827;2026-03-24;1000002170;Fajar Hidayat;Internet;Biznet;3321253983;241057;3000;244057;ATM;Sukses
TRX119869;2026-03-01;1000004751;Citra Dewi;Air;PDAM;9804295258;362126;3000;365126;Teller;Sukses
TRX119883;2026-02-24;1000004545;Gina Marlina;Internet;IndiHome;4369728525;424205;2500;426705;ATM;Sukses
TRX119901;2026-01-13;1000002789;Andi Saputra;Internet;IndiHome;3605442232;401924;2000;403924;EDC;Sukses
TRX119924;2026-01-17;1000003001;Fajar Hidayat;BPJS;BPJS Kesehatan;1662925013;108383;2500;110883;ATM;Sukses
TRX120114;2026-02-08;1000003678;Eka Lestari;Air;PDAM;5319990021;372758;3000;375758;ATM;Sukses
TRX120200;2026-01-30;1000003526;Fajar Hidayat;BPJS;BPJS Kesehatan;5416723482;341666;3000;344666;Internet Banking;Sukses
TRX120402;2026-01-24;1000004594;Andi Saputra;BPJS;BPJS Kesehatan;5742147889;486420;2500;488920;Internet Banking;Sukses
TRX120407;2026-03-05;1000004296;Intan Sari;TV Kabel;First Media;7832953733;255434;2500;257934;Internet Banking;Sukses
TRX120422;2026-03-27;1000004862;Citra Dewi;TV Kabel;First Media;6411314474;458787;2000;460787;ATM;Sukses
TRX120435;2026-01-27;1000001459;Dedi Pratama;Internet;IndiHome;5860829083;286775;3000;289775;Teller;Sukses
TRX120456;2026-02-09;1000001748;Citra Dewi;Air;PDAM;1507590025;93277;3000;96277;ATM;Sukses
TRX120540;2026-03-23;1000004160;Fajar Hidayat;Internet;IndiHome;5020971336;177821;2500;180321;Mobile Banking;Sukses
TRX120569;2026-02-03;1000003141;Budi Santoso;Air;PDAM;7672292713;472323;2500;474823;EDC;Sukses
TRX120577;2026-03-10;1000000176;Joko Susilo;Listrik;PLN;4109597387;307536;2500;310036;Teller;Sukses
TRX120596;2026-02-05;1000003038;Eka Lestari;BPJS;BPJS Kesehatan;3038993316;274368;2500;276868;EDC;Sukses
TRX120625;2026-01-17;1000003454;Joko Susilo;BPJS;BPJS Kesehatan;2025884010;492259;2000;494259;Mobile Banking;Sukses
TRX120679;2026-01-20;1000000279;Intan Sari;Internet;IndiHome;5633635119;419420;2500;421920;ATM;Sukses
TRX120695;2026-02-05;1000004078;Hadi Wijaya;Internet;Biznet;3227897004;81296;2500;83796;ATM;Sukses
TRX120727;2026-02-01;1000002690;Fajar Hidayat;Internet;Biznet;1850821482;248043;2000;250043;Teller;Sukses
TRX120855;2026-03-14;1000000988;Fajar Hidayat;Listrik;PLN;6290514525;477134;2500;479634;Internet Banking;Sukses
TRX120871;2026-03-07;1000002606;Hadi Wijaya;Internet;IndiHome;1804737432;432841;3000;435841;Mobile Banking;Sukses
TRX120915;2026-03-01;1000004058;Fajar Hidayat;Internet;IndiHome;8342667741;408844;2500;411344;ATM;Sukses
TRX120949;2026-02-23;1000002639;Dedi Pratama;TV Kabel;Transvision;6698919040;120862;2500;123362;ATM;Sukses
TRX120954;2026-01-27;1000001281;Eka Lestari;Internet;Biznet;1111757006;73462;3000;76462;Mobile Banking;Sukses
TRX120986;2026-01-25;1000003533;Eka Lestari;Internet;Biznet;5188641045;476656;3000;479656;Teller;Sukses
TRX121011;2026-02-17;1000001170;Gina Marlina;TV Kabel;First Media;8720526859;194573;3000;197573;Mobile Banking;Sukses
TRX121030;2026-03-21;1000000815;Dedi Pratama;Internet;Biznet;7616832255;294892;2000;296892;Mobile Banking;Sukses
TRX121039;2026-02-27;1000003264;Budi Santoso;Internet;Biznet;3727021730;382548;2500;385048;ATM;Sukses
TRX121040;2026-02-17;1000003975;Eka Lestari;BPJS;BPJS Kesehatan;1737617207;338804;2000;340804;Internet Banking;Sukses
TRX121057;2026-02-28;1000002172;Eka Lestari;TV Kabel;Transvision;1127886193;220565;2500;223065;ATM;Sukses
TRX121077;2026-03-14;1000000195;Hadi Wijaya;TV Kabel;First Media;3346444719;100175;2500;102675;EDC;Sukses
TRX121087;2026-02-15;1000002751;Eka Lestari;Internet;IndiHome;9844873266;308962;2000;310962;EDC;Sukses
TRX121096;2026-01-21;1000003938;Eka Lestari;TV Kabel;Transvision;6233518224;183589;2000;185589;Teller;Sukses
TRX121127;2026-02-09;1000003735;Dedi Pratama;Internet;IndiHome;9696707397;141711;2000;143711;Teller;Sukses
TRX121138;2026-03-28;1000003398;Intan Sari;Listrik;PLN;9663156702;202182;2000;204182;Internet Banking;Sukses
TRX121245;2026-02-07;1000000034;Citra Dewi;TV Kabel;First Media;5861325839;301485;2500;303985;Mobile Banking;Sukses
TRX121313;2026-02-18;1000001368;Budi Santoso;TV Kabel;First Media;2295714705;310828;2000;312828;EDC;Sukses
TRX121349;2026-03-31;1000001978;Hadi Wijaya;TV Kabel;First Media;5171508965;393758;3000;396758;Internet Banking;Sukses
TRX121408;2026-02-15;1000001265;Fajar Hidayat;TV Kabel;Transvision;4230885188;340704;2500;343204;EDC;Sukses
TRX121428;2026-03-19;1000000274;Budi Santoso;BPJS;BPJS Kesehatan;7527088366;378281;3000;381281;Teller;Sukses
TRX121451;2026-02-19;1000001422;Budi Santoso;Internet;Biznet;4934843760;451136;2000;453136;Mobile Banking;Sukses
TRX121455;2026-02-25;1000003460;Dedi Pratama;TV Kabel;First Media;6166203975;443316;2000;445316;Teller;Sukses
TRX121480;2026-03-16;1000002197;Fajar Hidayat;Air;PDAM;1569833931;471885;2000;473885;Mobile Banking;Sukses
TRX121541;2026-03-12;1000000584;Intan Sari;Internet;Biznet;4092517971;332115;2500;334615;Internet Banking;Sukses
